id,treatment,age,female,black,hispanic,white,democrat,republican,trans_therm_t0,trans_therm_t1,trans_therm_t2,trans_therm_t3,trans_law_t3,responded_t1,responded_t3
41078,1,50,0,0,0,1,0,1,70,NA,NA,NA,NA,0,0
29855,0,23,1,0,1,0,1,0,50,80,80,93,3,1,1
15257,0,71,1,0,1,0,0,1,0,0,0,0,-3,1,1
41562,0,41,0,0,1,0,0,1,0,0,0,0,-3,1,1
16022,0,70,0,0,1,0,0,0,0,0,0,0,-3,1,1
50052,0,45,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
63412,0,64,1,0,1,0,0,1,0,NA,NA,NA,NA,0,0
19184,0,50,1,0,1,0,0,0,94,NA,NA,NA,NA,0,0
32690,0,66,1,0,1,0,0,1,50,50,50,50,2,1,1
67720,1,43,1,0,1,0,0,0,100,100,100,100,3,1,1
65290,0,18,1,0,1,0,0,0,75,NA,NA,NA,NA,0,0
16286,0,56,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
39948,1,40,0,0,0,1,1,0,73,81,75,88,3,1,1
17992,1,82,1,0,1,0,1,0,26,95,74,76,3,1,1
13569,0,60,1,0,1,0,1,0,50,50,50,50,1,1,1
63662,0,44,0,0,1,0,1,0,50,NA,NA,50,3,0,1
37348,0,59,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
29219,1,21,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
4629,0,47,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
66586,1,56,0,0,1,0,0,1,0,NA,NA,NA,NA,0,0
46851,0,68,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
49490,1,25,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
66304,0,46,0,0,1,0,0,1,100,NA,NA,NA,NA,0,0
27350,0,21,0,0,1,0,0,0,100,NA,NA,NA,NA,0,0
6754,0,51,1,0,0,1,0,1,100,NA,NA,NA,NA,0,0
11366,0,44,0,0,0,1,0,1,50,NA,NA,NA,NA,0,0
24313,1,52,0,0,1,0,1,0,74,NA,NA,NA,NA,0,0
4972,1,52,0,0,1,0,1,0,68,NA,NA,NA,NA,0,0
60657,1,22,1,0,1,0,0,0,14,NA,NA,NA,NA,0,0
32677,0,59,0,0,1,0,1,0,40,50,50,50,1,1,1
15043,1,56,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
32376,0,31,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0
43624,0,29,0,0,1,0,0,1,0,NA,NA,NA,NA,0,0
65088,0,59,1,0,1,0,0,1,0,NA,NA,NA,NA,0,0
48166,0,64,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
62324,0,30,1,0,1,0,0,0,49,NA,NA,NA,NA,0,0
63369,1,18,1,0,1,0,1,0,50,NA,NA,NA,NA,0,0
6625,1,24,0,0,0,1,0,0,50,NA,NA,NA,NA,0,0
41825,1,62,0,0,1,0,0,0,26,NA,NA,NA,NA,0,0
50158,1,25,0,0,1,0,1,0,50,NA,NA,NA,NA,0,0
61303,0,56,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
27522,0,29,1,0,1,0,1,0,50,NA,NA,NA,NA,0,0
38049,0,57,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
64206,0,51,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
54214,0,67,0,0,1,0,1,0,50,50,0,50,2,1,1
22698,0,66,1,0,1,0,0,1,50,50,50,50,2,1,1
59849,1,41,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
48558,0,49,0,0,1,0,0,1,10,NA,NA,NA,NA,0,0
7346,1,43,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
37908,1,20,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
42958,0,59,1,0,0,1,0,1,50,NA,NA,NA,NA,0,0
8506,1,21,0,0,1,0,1,0,50,NA,NA,NA,NA,0,0
30229,1,65,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
1385,1,83,1,0,1,0,0,1,100,NA,NA,NA,NA,0,0
12932,1,54,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
24629,1,22,0,0,1,0,0,1,100,NA,NA,NA,NA,0,0
17263,0,37,0,0,1,0,0,0,50,52,56,50,2,1,1
20134,1,48,1,0,1,0,0,0,84,94,93,83,3,1,1
60701,1,NA,1,0,1,0,0,0,95,95,NA,84,3,1,1
23133,1,49,0,0,0,1,1,0,100,98,NA,87,3,1,1
38898,1,41,1,0,0,1,0,1,50,NA,NA,NA,NA,0,0
52278,0,24,0,0,0,1,0,0,50,50,0,0,-3,1,1
6445,0,18,1,0,1,0,1,0,22,2,NA,NA,NA,1,0
54918,0,46,1,0,1,0,1,0,50,50,0,50,-3,1,1
33874,0,19,0,0,1,0,0,0,3,NA,NA,NA,NA,0,0
58355,1,25,1,0,1,0,1,0,100,100,100,100,3,1,1
42683,1,68,0,0,0,1,0,0,23,10,NA,NA,NA,1,0
9928,1,56,1,0,0,1,1,0,71,67,65,79,3,1,1
56178,0,79,0,0,0,1,1,0,100,NA,NA,NA,NA,0,0
28452,0,67,1,0,0,1,1,0,100,NA,NA,NA,NA,0,0
35003,0,24,1,0,1,0,1,0,50,84,100,85,3,1,1
13334,0,56,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
60386,0,31,0,1,0,0,1,0,50,NA,NA,NA,NA,0,0
26384,0,55,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
2107,0,19,0,0,1,0,0,1,0,NA,NA,NA,NA,0,0
21751,1,78,1,0,1,0,1,0,50,50,50,50,2,1,1
18797,1,56,1,1,0,0,1,0,50,NA,NA,NA,NA,0,0
52701,0,61,0,0,0,1,1,0,70,NA,NA,NA,NA,0,0
52515,0,19,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
19984,0,20,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
34872,0,80,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
975,0,23,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
65989,0,18,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
62831,1,26,1,0,1,0,0,0,50,92,82,80,2,1,1
46276,1,51,1,0,1,0,0,1,50,50,84,78,0,1,1
49163,1,51,0,0,1,0,0,1,50,67,79,82,1,1,1
25602,0,41,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
53703,0,30,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
16148,0,29,1,0,1,0,1,0,53,NA,NA,NA,NA,0,0
12705,0,33,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
31328,1,58,1,0,0,1,1,0,100,NA,NA,NA,NA,0,0
57488,0,55,0,0,1,0,0,1,50,50,50,50,-3,1,1
23315,1,66,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
978,0,55,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
31044,1,46,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
26183,1,50,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
35990,0,69,0,0,0,1,0,1,39,25,30,35,2,1,1
57154,0,57,1,0,1,0,0,0,43,41,27,20,2,1,1
53683,0,24,0,1,0,0,0,0,50,NA,NA,NA,NA,0,0
34202,1,46,1,0,1,0,0,0,0,NA,NA,NA,NA,0,0
3317,0,53,0,0,1,0,0,1,71,NA,NA,NA,NA,0,0
11168,0,20,1,0,1,0,0,1,100,NA,NA,NA,NA,0,0
55631,0,51,1,0,1,0,0,1,26,43,75,40,0,1,1
19209,0,60,0,0,1,0,0,1,50,34,38,44,1,1,1
20161,0,58,0,0,1,0,0,0,25,42,39,45,2,1,1
8687,0,18,0,0,1,0,1,0,45,30,40,45,2,1,1
66557,1,41,0,0,1,0,0,0,50,50,50,50,3,1,1
27616,0,55,0,0,0,1,1,0,100,NA,NA,NA,NA,0,0
45069,0,22,0,1,0,0,0,0,100,NA,NA,NA,NA,0,0
1928,0,20,0,1,0,0,0,0,100,NA,NA,NA,NA,0,0
35689,0,40,1,0,0,1,0,0,90,NA,NA,NA,NA,0,0
46708,0,54,1,0,1,0,0,1,75,NA,NA,NA,NA,0,0
9506,0,53,0,0,1,0,1,0,50,NA,NA,NA,NA,0,0
52094,0,55,0,0,0,1,0,1,100,81,75,88,3,1,1
37780,0,61,0,0,0,1,1,0,83,100,100,100,3,1,1
13619,0,20,0,0,1,0,0,0,100,NA,NA,NA,NA,0,0
40704,1,53,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
29133,0,22,1,0,1,0,0,1,79,88,100,100,3,1,1
9992,0,42,1,0,0,1,1,0,87,NA,NA,NA,NA,0,0
65181,0,72,1,0,0,1,1,0,50,NA,NA,NA,NA,0,0
46953,0,40,1,0,1,0,0,0,10,NA,NA,NA,NA,0,0
25355,1,22,0,0,0,1,1,0,100,NA,NA,NA,NA,0,0
67533,1,28,1,1,0,0,1,0,89,NA,NA,NA,NA,0,0
50652,0,28,1,0,1,0,1,0,50,NA,NA,NA,NA,0,0
62297,0,22,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
25684,0,60,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
31255,1,81,0,0,1,0,0,1,77,NA,NA,NA,NA,0,0
58587,1,20,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
63205,1,47,1,0,1,0,0,1,1,NA,NA,NA,NA,0,0
53798,1,52,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
66399,0,42,0,0,1,0,1,0,86,50,NA,NA,NA,1,0
23097,0,66,1,0,0,1,1,0,100,NA,NA,NA,NA,0,0
16795,1,21,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
9438,0,75,1,1,0,0,1,0,50,NA,NA,NA,NA,0,0
55500,0,60,0,0,0,1,0,0,50,NA,NA,NA,NA,0,0
17240,1,42,0,0,1,0,0,1,7,NA,NA,NA,NA,0,0
33133,1,75,1,0,1,0,1,0,0,NA,NA,NA,NA,0,0
14470,0,55,0,0,1,0,1,0,50,NA,NA,NA,NA,0,0
26093,1,21,1,0,1,0,1,0,50,NA,NA,NA,NA,0,0
19474,1,56,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0
50389,1,51,1,0,0,1,1,0,87,NA,NA,NA,NA,0,0
33651,1,58,1,0,1,0,0,0,70,99,100,84,3,1,1
23387,0,34,0,0,1,0,0,0,50,50,50,50,3,1,1
5294,0,37,1,0,1,0,1,0,50,50,50,50,2,1,1
42769,0,25,1,0,1,0,0,1,100,100,NA,NA,NA,1,0
43066,0,22,1,0,1,0,0,1,60,NA,NA,NA,NA,0,0
57568,0,28,0,0,1,0,0,1,26,NA,NA,NA,NA,0,0
27182,0,90,1,0,0,1,1,0,50,NA,NA,NA,NA,0,0
1536,0,37,0,0,0,0,1,0,62,NA,NA,NA,NA,0,0
16706,0,60,1,0,1,0,1,0,58,NA,NA,NA,NA,0,0
37177,0,66,0,0,1,0,0,0,59,NA,NA,NA,NA,0,0
65242,0,23,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
47128,0,68,0,0,0,1,0,1,50,NA,NA,NA,NA,0,0
65789,1,32,0,0,1,0,1,0,50,NA,NA,NA,NA,0,0
24181,0,75,1,0,1,0,0,1,80,NA,NA,NA,NA,0,0
6098,1,46,0,0,1,0,0,0,50,50,50,50,3,1,1
12676,1,55,1,0,0,1,0,1,50,NA,NA,NA,NA,0,0
22202,1,25,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
44571,1,56,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
25491,1,55,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
15162,0,28,1,0,1,0,0,0,60,NA,NA,NA,NA,0,0
67034,1,20,1,0,1,0,1,0,96,NA,NA,NA,NA,0,0
10670,1,58,1,0,0,1,1,0,27,50,50,21,-1,1,1
54003,1,76,0,0,1,0,0,1,99,NA,NA,NA,NA,0,0
32071,1,29,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
56415,1,31,1,0,1,0,0,0,44,NA,NA,NA,NA,0,0
63345,1,69,0,0,1,0,0,1,100,NA,NA,NA,NA,0,0
57636,1,56,1,0,1,0,1,0,94,100,NA,100,3,1,1
61002,0,47,0,0,1,0,0,0,50,50,20,17,0,1,1
65706,0,43,1,0,1,0,0,0,50,83,50,51,2,1,1
36631,1,57,0,0,0,1,1,0,100,NA,NA,NA,NA,0,0
45020,1,60,1,0,1,0,1,0,95,NA,NA,NA,NA,0,0
31800,1,83,0,0,1,0,0,1,36,40,45,34,1,1,1
1478,1,20,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
49606,1,49,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
67101,1,55,0,0,1,0,0,1,49,NA,NA,NA,NA,0,0
32597,1,29,1,0,1,0,0,1,50,60,40,10,0,1,1
43354,1,65,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
7467,1,64,0,0,0,1,1,0,73,NA,NA,NA,NA,0,0
32165,0,50,0,0,0,1,1,0,100,50,NA,79,3,1,1
23585,0,47,1,0,1,0,0,0,23,50,NA,78,3,1,1
18499,0,20,1,0,1,0,0,0,99,50,NA,50,3,1,1
3083,0,32,0,0,0,1,0,1,50,50,65,80,3,1,1
50740,0,36,1,0,0,1,0,1,50,90,89,90,2,1,1
22043,1,53,1,0,1,0,0,1,42,50,50,50,1,1,1
66280,1,19,1,0,1,0,1,0,100,79,80,91,3,1,1
52099,1,64,1,0,0,1,1,0,50,NA,NA,NA,NA,0,0
67177,1,40,0,0,1,0,0,0,43,82,NA,55,0,1,1
48585,1,38,1,0,1,0,0,1,2,NA,NA,NA,NA,0,0
18634,1,41,1,0,1,0,0,0,37,66,50,50,1,1,1
65792,0,59,1,0,1,0,1,0,50,43,12,20,-2,1,1
48264,0,48,0,0,0,1,0,1,47,41,40,50,0,1,1
46877,0,56,0,0,1,0,0,0,100,50,50,100,3,1,1
35326,0,73,0,0,1,0,0,0,88,100,100,50,3,1,1
27499,0,65,0,1,0,0,1,0,62,NA,NA,NA,NA,0,0
31099,1,54,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
55386,1,64,1,0,0,1,1,0,22,NA,NA,NA,NA,0,0
50286,0,59,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
48952,0,62,1,1,0,0,1,0,50,50,NA,53,0,1,1
5665,0,28,1,0,1,0,0,1,76,NA,NA,NA,NA,0,0
57928,0,38,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
65720,0,37,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
54813,1,54,0,1,0,0,1,0,50,50,50,NA,NA,1,0
37477,1,56,1,1,0,0,1,0,65,73,60,76,2,1,1
14097,1,18,0,0,1,0,0,0,60,NA,NA,NA,NA,0,0
39579,1,54,0,0,1,0,0,0,54,NA,NA,NA,NA,0,0
47778,1,57,0,0,1,0,1,0,73,NA,NA,NA,NA,0,0
28428,0,66,0,0,1,0,1,0,50,60,50,61,2,1,1
11777,0,50,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
60869,0,75,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
56698,0,78,0,0,1,0,0,0,11,NA,NA,NA,NA,0,0
47416,0,49,0,0,1,0,0,1,50,50,50,48,0,1,1
20528,0,71,1,0,1,0,0,1,50,50,50,50,-2,1,1
24929,0,78,0,0,1,0,0,1,50,50,50,50,-3,1,1
9466,1,58,0,0,1,0,1,0,73,85,100,50,3,1,1
19591,0,63,0,0,0,0,0,0,25,NA,NA,NA,NA,0,0
103,1,16,1,0,1,0,1,0,50,NA,NA,NA,NA,0,0
12294,1,82,0,0,1,0,0,1,29,NA,NA,NA,NA,0,0
29615,1,51,0,0,1,0,1,0,50,NA,NA,NA,NA,0,0
67973,1,32,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
23173,1,67,0,0,1,0,0,0,100,NA,NA,NA,NA,0,0
42568,0,20,0,0,0,1,0,0,100,NA,NA,NA,NA,0,0
56558,0,45,0,0,0,1,0,1,58,NA,NA,NA,NA,0,0
61841,0,65,1,0,1,0,0,1,50,10,0,5,0,1,1
17804,0,68,0,0,1,0,0,1,50,0,10,10,1,1,1
58874,1,55,1,0,0,1,0,1,50,NA,NA,NA,NA,0,0
6711,0,91,1,0,1,0,0,1,55,NA,NA,NA,NA,0,0
61456,0,58,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
15475,0,39,1,0,1,0,1,0,38,NA,NA,NA,NA,0,0
18355,0,60,1,0,1,0,0,0,50,50,50,50,3,1,1
67494,0,21,1,0,1,0,1,0,100,92,64,60,3,1,1
16367,0,19,1,0,1,0,1,0,62,80,69,71,3,1,1
62673,0,34,0,0,1,0,0,1,13,NA,NA,NA,NA,0,0
15512,0,34,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
19443,1,68,0,0,1,0,0,0,50,50,50,50,0,1,1
6188,0,60,1,0,1,0,1,0,82,92,89,96,3,1,1
6964,0,45,1,0,1,0,0,0,40,45,NA,NA,NA,1,0
730,1,44,0,0,0,1,0,0,79,NA,NA,NA,NA,0,0
12056,1,45,1,0,0,1,0,0,100,NA,NA,NA,NA,0,0
10775,1,32,0,0,1,0,0,0,49,NA,NA,NA,NA,0,0
22226,1,66,1,0,1,0,1,0,50,50,90,86,3,1,1
11716,1,62,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
8986,0,29,1,0,1,0,0,1,20,NA,NA,NA,NA,0,0
10650,0,68,1,0,1,0,1,0,36,NA,NA,NA,NA,0,0
32525,1,22,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
42605,1,64,0,0,1,0,0,1,50,50,50,81,2,1,1
61493,1,55,0,0,0,1,1,0,94,100,NA,50,-2,1,1
47197,0,39,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
19438,1,19,1,0,1,0,0,0,85,NA,NA,NA,NA,0,0
47939,1,51,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
8990,0,54,0,0,1,0,0,1,23,45,32,42,2,1,1
10723,0,44,1,0,1,0,1,0,50,50,50,79,2,1,1
8473,0,72,1,0,0,1,1,0,50,NA,NA,NA,NA,0,0
12611,0,46,1,0,1,0,1,0,50,NA,NA,NA,NA,0,0
34421,1,54,0,0,1,0,0,1,40,50,50,50,0,1,1
7173,0,23,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
55141,0,18,0,0,1,0,0,0,75,NA,NA,NA,NA,0,0
24801,1,54,1,0,1,0,0,1,38,NA,NA,NA,NA,0,0
1308,1,55,1,0,1,0,0,1,28,NA,NA,NA,NA,0,0
52311,1,46,1,1,0,0,1,0,50,NA,NA,NA,NA,0,0
9316,1,65,1,0,1,0,1,0,50,NA,NA,NA,NA,0,0
31403,1,20,1,1,0,0,1,0,50,NA,NA,NA,NA,0,0
39648,0,21,0,0,1,0,0,0,100,50,67,63,0,1,1
45813,0,20,1,0,1,0,1,0,79,100,100,100,3,1,1
37865,0,44,1,0,1,0,1,0,92,50,NA,NA,NA,1,0
1312,0,27,0,0,1,0,0,0,21,16,40,27,-1,1,1
17618,0,58,1,0,1,0,0,1,0,27,NA,NA,NA,1,0
32587,1,75,1,1,0,0,1,0,90,82,100,50,3,1,1
7204,0,21,1,0,1,0,0,0,73,NA,NA,NA,NA,0,0
22129,1,77,0,0,0,1,1,0,100,97,99,35,3,1,1
14619,1,50,0,0,0,1,1,0,90,NA,NA,NA,NA,0,0
17285,1,72,1,0,0,1,1,0,67,NA,NA,NA,NA,0,0
68082,1,61,1,0,1,0,0,0,0,NA,NA,NA,NA,0,0
736,0,25,0,0,1,0,0,0,50,41,50,53,2,1,1
23167,1,86,1,0,1,0,0,1,56,NA,NA,NA,NA,0,0
46525,1,60,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
32078,0,64,1,0,0,1,0,1,53,NA,NA,NA,NA,0,0
44070,0,38,0,0,0,1,0,1,60,NA,NA,NA,NA,0,0
23542,0,22,0,0,1,0,0,0,20,NA,NA,22,-1,0,1
27550,0,27,0,0,1,0,0,1,30,NA,NA,NA,NA,0,0
5942,0,55,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
16447,0,85,1,0,1,0,0,0,50,NA,NA,NA,NA,0,0
25319,0,45,1,0,0,1,0,1,50,NA,NA,NA,NA,0,0
7303,0,18,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
1627,1,53,0,0,0,1,0,1,50,NA,NA,NA,NA,0,0
18912,0,73,1,0,1,0,0,1,12,40,71,50,1,1,1
28559,1,27,1,0,1,0,0,0,80,NA,NA,NA,NA,0,0
61394,0,80,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
16838,0,81,1,0,1,0,0,0,41,NA,NA,NA,NA,0,0
38184,0,37,1,0,1,0,0,1,19,NA,NA,NA,NA,0,0
33350,1,28,1,0,1,0,0,0,100,100,92,92,3,1,1
60946,0,21,1,0,1,0,0,0,74,NA,NA,NA,NA,0,0
26597,1,26,1,0,1,0,1,0,32,NA,NA,NA,NA,0,0
56130,1,64,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
61627,1,70,1,0,0,1,1,0,76,NA,NA,NA,NA,0,0
34064,0,40,0,0,1,0,0,1,100,100,100,100,0,1,1
4878,0,66,1,0,1,0,0,1,50,50,50,0,-3,1,1
38930,0,57,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
27085,0,60,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
61931,0,31,1,0,0,1,0,0,85,NA,NA,NA,NA,0,0
18494,0,31,0,0,0,1,0,1,42,NA,NA,NA,NA,0,0
57824,0,20,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
61625,0,56,1,0,1,0,0,1,10,NA,NA,NA,NA,0,0
232,1,61,1,0,1,0,0,1,50,50,93,50,3,1,1
63008,1,21,1,0,1,0,0,1,100,100,100,100,3,1,1
7365,1,48,1,0,1,0,0,1,100,100,100,100,3,1,1
53902,1,20,0,0,1,0,0,1,100,100,100,100,3,1,1
68292,0,23,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
32643,1,41,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
12753,0,49,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
28028,0,19,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
56927,1,63,1,0,1,0,0,1,43,NA,NA,NA,NA,0,0
4785,1,30,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
9949,1,29,0,0,1,0,0,1,20,NA,NA,NA,NA,0,0
6250,1,57,0,0,1,0,0,0,100,100,100,50,3,1,1
36709,1,31,1,0,1,0,0,0,100,75,60,57,2,1,1
46381,1,57,1,0,1,0,1,0,100,100,100,NA,NA,1,0
6446,1,21,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
36790,0,97,1,0,1,0,1,0,38,NA,NA,NA,NA,0,0
65444,0,25,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
51250,1,66,0,0,1,0,0,1,16,NA,NA,NA,NA,0,0
33913,0,47,1,0,1,0,0,1,50,36,38,40,0,1,1
64343,1,52,0,0,1,0,1,0,50,NA,NA,NA,NA,0,0
4105,0,52,1,0,1,0,0,1,90,95,90,NA,NA,1,0
33739,0,82,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
46431,1,84,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
4366,1,47,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
55715,1,19,1,0,1,0,1,0,50,NA,NA,NA,NA,0,0
57701,1,67,1,0,1,0,0,0,98,NA,NA,NA,NA,0,0
25739,1,56,1,0,0,1,1,0,93,NA,NA,NA,NA,0,0
19348,0,34,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
47943,0,20,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
13949,0,46,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
41538,0,26,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
8041,0,52,1,0,1,0,0,0,8,NA,0,0,-3,0,1
32758,0,88,1,0,1,0,0,0,17,NA,0,0,-3,0,1
50485,0,20,0,0,1,0,0,0,0,NA,0,0,-1,0,1
48039,1,71,0,0,1,0,0,1,60,NA,NA,NA,NA,0,0
11629,1,19,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
13030,1,47,1,0,0,1,0,1,14,NA,NA,NA,NA,0,0
64884,1,49,0,0,0,1,0,1,25,NA,NA,NA,NA,0,0
35853,0,44,1,0,0,1,1,0,100,NA,NA,NA,NA,0,0
50973,0,75,1,0,0,1,1,0,100,NA,NA,NA,NA,0,0
48604,0,25,0,0,0,1,0,0,50,50,50,50,0,1,1
5540,0,59,0,0,0,1,0,0,2,50,40,50,-1,1,1
11445,1,67,1,0,1,0,0,1,48,50,40,50,0,1,1
1042,1,68,0,0,1,0,0,1,50,55,71,48,1,1,1
14181,0,48,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
49945,0,19,1,0,0,1,1,0,100,NA,NA,NA,NA,0,0
13429,0,18,1,0,1,0,0,1,100,NA,NA,NA,NA,0,0
43610,0,53,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
55292,1,30,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
56341,1,72,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
50877,1,22,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
16049,1,46,1,0,1,0,0,1,70,NA,NA,NA,NA,0,0
17984,0,54,1,0,0,1,1,0,50,NA,NA,NA,NA,0,0
61114,0,58,0,0,0,1,1,0,50,NA,NA,NA,NA,0,0
54711,0,19,1,0,0,1,1,0,98,NA,NA,NA,NA,0,0
24791,1,46,1,0,0,1,1,0,85,NA,NA,NA,NA,0,0
9747,0,65,0,0,0,1,1,0,38,NA,NA,NA,NA,0,0
56069,0,61,1,0,0,1,1,0,65,NA,NA,NA,NA,0,0
18388,1,34,1,0,1,0,1,0,50,50,70,50,3,1,1
37630,1,25,1,0,1,0,0,0,89,100,100,78,3,1,1
57802,1,72,1,0,1,0,0,0,73,NA,NA,NA,NA,0,0
32284,1,52,0,0,0,1,0,1,66,NA,NA,NA,NA,0,0
55399,1,81,0,0,1,0,0,1,63,NA,NA,NA,NA,0,0
39957,0,52,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
57569,0,50,0,0,0,1,0,1,50,NA,NA,NA,NA,0,0
47189,1,48,0,0,1,0,1,0,50,NA,NA,NA,NA,0,0
42411,0,72,1,0,0,1,1,0,50,NA,NA,NA,NA,0,0
64333,0,51,1,0,0,1,1,0,100,NA,NA,NA,NA,0,0
34869,0,25,1,0,0,1,1,0,64,NA,NA,NA,NA,0,0
512,0,70,0,0,0,1,0,1,90,95,74,91,3,1,1
52978,1,55,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
66482,1,88,1,0,1,0,0,1,0,NA,NA,NA,NA,0,0
19057,1,28,1,0,1,0,0,0,100,100,53,100,3,1,1
13357,1,26,1,0,1,0,0,0,100,100,100,100,3,1,1
26753,1,19,1,0,1,0,1,0,100,100,100,100,3,1,1
6112,1,19,0,0,1,0,1,0,100,NA,NA,NA,NA,0,0
65777,1,21,1,0,1,0,1,0,100,NA,NA,NA,NA,0,0
18489,1,20,1,0,1,0,0,0,100,100,88,100,3,1,1
35366,1,18,0,0,1,0,0,0,50,91,50,50,3,1,1
20788,0,62,1,0,0,1,0,1,0,NA,NA,NA,NA,0,0
63999,0,76,1,0,1,0,1,0,89,NA,NA,NA,NA,0,0
49474,1,27,0,0,1,0,0,1,56,NA,NA,NA,NA,0,0
61520,1,37,0,0,1,0,0,1,50,NA,NA,NA,NA,0,0
18341,1,76,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
