id,treatment,age,female,black,hispanic,white,democrat,republican,trans_therm_t0,trans_therm_t1,trans_therm_t2,trans_therm_t3,trans_law_t3,responded_t1,responded_t3
36828,1,69,0,0,1,0,0,0,50,NA,NA,NA,NA,0,0
36334,1,20,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
38164,1,32,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
57521,1,87,0,0,0,1,0,0,5,20,20,25,-1,1,1
24118,1,57,0,0,0,1,0,1,0,0,20,20,-1,1,1
52609,0,31,1,0,1,0,0,0,100,NA,NA,NA,NA,0,0
64062,1,23,1,0,1,0,1,0,50,60,80,50,2,1,1
60523,1,46,0,0,0,1,1,0,50,NA,NA,NA,NA,0,0
7532,0,21,1,0,0,1,0,0,100,NA,NA,NA,NA,0,0
60233,0,62,1,0,1,0,1,0,0,9,100,0,0,1,1
9137,0,54,0,0,0,1,1,0,50,50,50,50,2,1,1
64573,0,58,1,0,1,0,0,1,50,50,50,50,1,1,1
50801,1,28,1,0,1,0,0,1,50,NA,NA,NA,NA,0,0
5762,1,72,0,0,1,0,0,1,10,NA,NA,NA,NA,0,0
27049,0,29,1,0,0,1,0,1,50,NA,NA,NA,NA,0,0
68102,0,71,1,0,0,1,1,0,100,NA,NA,NA,NA,0,0
42009,1,53,1,0,1,0,1,0,50,84,50,50,3,1,1
42061,1,57,0,0,1,0,1,0,56,65,60,66,2,1,1
25963,0,35,1,0,1,0,0,1,75,NA,NA,NA,NA,0,0
27216,0,35,0,0,1,0,0,1,75,NA,NA,NA,NA,0,0
